CI,RMSE,MSE,R2,repeat,fold,n_test
0.7133177253189922,0.7611884081043484,0.579407792632432,0.18799749874017813,0,0,5306
0.6718898905101962,0.8445446106496821,0.7132555993774231,0.1328379384920666,0,1,5306
0.6809162175688415,0.5803861119471287,0.33684803894110504,0.0014707575824488561,0,2,5306
0.7834926634473454,0.7819781169710617,0.6114897754216074,0.26927679691552453,0,3,4927
0.5957950975412457,0.9364165448102744,0.8768759453944125,-0.2634077354265558,0,4,4927
0.7151600818749974,0.8322775082778698,0.6926858507852196,0.22736083822894038,1,0,5306
0.609229584475813,0.8124447635192168,0.6600664937697961,-0.06071000605169452,1,1,5306
0.6491054429809757,0.7495096486864409,0.561764713474072,0.059310162412459455,1,2,5306
0.6806665503938019,0.744799615871456,0.5547264678022685,0.07870240619991553,1,3,4927
0.666741262361723,0.7879608298603871,0.6208822693942699,0.12364636852729294,1,4,4927
0.6817246100391098,0.6643031198476834,0.4412986350393656,0.10553205321118864,2,0,5306
0.6693693739923204,0.9294825137133418,0.8639377432988725,0.16913877863929816,2,1,5306
0.6356015365100093,0.9402913150583049,0.8841477571740765,-0.10003352496208762,2,2,5306
0.7311468633747734,0.6820933190069584,0.4652512958339282,0.22536924402280556,2,3,4927
0.659783593009216,0.696852462296284,0.48560335420839384,-0.2802393927129472,2,4,4927
0.6859153244001491,0.6895181709340095,0.4754353080481819,-0.016816569841945794,3,0,5306
0.6936952125320711,0.9114508246154304,0.830742605692148,0.09689629891347074,3,1,5306
0.688827406728096,0.9548346456109886,0.9117092004590623,0.11078912832025989,3,2,5306
0.621970370962573,0.7241475316068644,0.5243896475323147,-0.04661690147456854,3,3,4927
0.5930919609702061,0.6582614793508031,0.4333081751971078,-0.18317383774046148,3,4,4927
0.5884905804853393,0.85218492607984,0.7262191482377023,-0.16807840426753162,4,0,5306
0.6868508260386169,0.9206600276218198,0.8476148864606099,0.1575441666256212,4,1,5306
0.6887976071875995,0.9099707342387453,0.8280467371710012,-0.11246419549332409,4,2,5306
0.7150519466545252,0.6395348066049544,0.4090047688592365,0.11254837836872023,4,3,4927
0.6046651744204249,0.7356710131411349,0.5412118395761039,0.005056067509226825,4,4,4927
0.7283578895934365,0.7739224216120492,0.5989559146738584,0.246906136639078,5,0,5306
0.6673973507783203,0.6854646261032229,0.4698617536388311,-0.043407293890642906,5,1,5306
0.6668823355438941,0.7546383013941477,0.5694789659310445,0.037595578353595505,5,2,5306
0.7120860770595601,0.929951544306767,0.8648098747585408,0.08835532907457178,5,3,4927
0.6598929378058028,0.7793313524829542,0.6073573569629106,0.0020103710442341827,5,4,4927
0.6476606452679345,0.7178979152299371,0.5153774166914898,0.023782899785051326,6,0,5306
0.6457316186196486,0.7259643552722761,0.5270242451258915,0.043974218745752136,6,1,5306
0.7416760704923603,0.8015301535899574,0.6424505871139407,0.2156135198372049,6,2,5306
0.7263709607500092,0.9007270819483417,0.8113092761551748,0.09447525968344506,6,3,4927
0.6196479866733396,0.7889287061527991,0.6224085033919297,-0.020079488916233235,6,4,4927
0.6119965147909042,0.6197461124383714,0.38408524388247445,-0.10192650270326209,7,0,5306
0.68488570254579,0.7341395509115781,0.5389608802126535,0.031351300553137174,7,1,5306
0.6048648905391049,1.130504522687125,1.2780404758160446,-0.08168560178177753,7,2,5306
0.639561733341462,0.8709291840963308,0.7585176437107005,-0.06315440611460832,7,3,4927
0.7312782501173136,0.6741249980600671,0.45444451300948546,0.11854733435102338,7,4,4927
0.6408361589558151,0.7694979027221066,0.5921270222937206,0.029048957635789074,8,0,5306
0.7043980586245222,0.6714282176129763,0.45081585140693825,0.049164881670283656,8,1,5306
0.7267061162616866,0.9454261561196365,0.8938306166751513,0.09576910646607362,8,2,5306
0.73442612714051,0.8675119540177877,0.7525769903637601,0.11080227368685214,8,3,4927
0.6471768282370799,0.7100893183778645,0.5042268400743403,-0.032315531372588024,8,4,4927
0.6646992571719808,0.7883784898029177,0.6215406431839292,0.09013346681572076,9,0,5306
0.6923306256780796,0.9192471482153123,0.8450153195019843,0.09043683822760695,9,1,5306
0.6863380024256178,0.6736715264301,0.45383332552266087,0.04630272241933853,9,2,5306
0.6869810245668418,0.800207738459849,0.6403324246910261,0.18017745917083772,9,3,4927
0.6839944522393328,0.6756228750221951,0.4564662692532566,0.1321282153193717,9,4,4927
